query,query_cluster,evidence_type,page,clicks,impressions,ctr,position,trend_3m,12m_clicks,12m_impressions,12m_ctr,12m_position,intent,commercial_value,content_match,recommended_action,implementation_type,scalability,difficulty,opportunity_score
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/NN-vs-PENG,0.0,1.0,0.0,92.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/NWS-vs-NWSA,0.0,1.0,0.0,79.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/OLLI-vs-POST,0.0,1.0,0.0,98.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/OUST-vs-ROG,0.0,1.0,0.0,45.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/PARR-vs-SDRL,0.0,1.0,0.0,92.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/PCT-vs-WLFC,0.0,1.0,0.0,86.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ROOT-vs-STEL,0.0,1.0,0.0,33.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/SLAB-vs-VSH,0.0,1.0,0.0,56.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/SNA-vs-ULS,0.0,1.0,0.0,99.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/TKO-vs-TTWO,0.0,1.0,0.0,57.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/TXN-vs-WDC,0.0,1.0,0.0,85.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/VOYG-vs-VVX,0.0,1.0,0.0,95.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/fiscal-ai,0.0,1.0,0.0,65.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
snowflake marketcap,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SNOW,0.0,1.0,0.0,78.0,impression-bearing,0.0,1.0,0.0,78.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
sofi stock twits,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/SOFI-vs-TW,0.0,1.0,0.0,58.0,impression-bearing,0.0,1.0,0.0,58.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
spnt stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SPNT,0.0,1.0,0.0,50.0,impression-bearing,0.0,1.0,0.0,50.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stag industries,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/STAG,0.0,1.0,0.0,78.0,impression-bearing,0.0,1.0,0.0,78.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stag profit,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/STAG,0.0,1.0,0.0,32.0,impression-bearing,0.0,1.0,0.0,32.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
stock aio,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=AIO,0.0,1.0,0.0,64.0,impression-bearing,0.0,1.0,0.0,64.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stock below book value,other,OBSERVED_GSC,https://www.stockportfolio.pro/screens/stocks-below-book-value,0.0,1.0,0.0,53.0,impression-bearing,0.0,1.0,0.0,53.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stock companies,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks,0.0,1.0,0.0,61.0,impression-bearing,0.0,1.0,0.0,61.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stock company list,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks,0.0,1.0,0.0,77.0,impression-bearing,0.0,1.0,0.0,77.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stock holding companies,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks,0.0,1.0,0.0,90.0,impression-bearing,0.0,1.0,0.0,90.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stock por,other,OBSERVED_GSC,https://www.stockportfolio.pro/,0.0,1.0,0.0,86.0,impression-bearing,0.0,1.0,0.0,86.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stock price total,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TTE,0.0,1.0,0.0,57.0,impression-bearing,0.0,1.0,0.0,57.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stock sherwin williams,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SHW,0.0,1.0,0.0,77.0,impression-bearing,0.0,1.0,0.0,77.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stock with lowest pe ratio,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/screens/low-pe-stocks,0.0,1.0,0.0,62.0,impression-bearing,0.0,1.0,0.0,62.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stockanalysis com,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/stockanalysis,0.0,1.0,0.0,44.0,impression-bearing,0.0,1.0,0.0,44.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stockportfolio,other,OBSERVED_GSC,https://www.stockportfolio.pro/,0.0,1.0,0.0,49.0,impression-bearing,0.0,1.0,0.0,49.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stocks less than book value,other,OBSERVED_GSC,https://www.stockportfolio.pro/screens/stocks-below-book-value,0.0,1.0,0.0,47.0,impression-bearing,0.0,1.0,0.0,47.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stocks that are rising fast,other,OBSERVED_GSC,https://www.stockportfolio.pro/screens/high-growth-stocks,0.0,1.0,0.0,98.0,impression-bearing,0.0,1.0,0.0,98.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stocks with low p/e,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/screens/low-pe-stocks,0.0,1.0,0.0,48.0,impression-bearing,0.0,1.0,0.0,48.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stocks with lowest pe,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/screens/low-pe-stocks,0.0,1.0,0.0,50.0,impression-bearing,0.0,1.0,0.0,50.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
stwd ticker,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=STWD,0.0,1.0,0.0,56.0,impression-bearing,0.0,1.0,0.0,56.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
surgical stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/ISRG,0.0,1.0,0.0,72.0,impression-bearing,0.0,1.0,0.0,72.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
swarmer stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SWMR,0.0,1.0,0.0,82.0,impression-bearing,0.0,1.0,0.0,82.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
syndax pharmaceuticals stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SNDX,0.0,1.0,0.0,77.0,impression-bearing,0.0,1.0,0.0,77.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
target annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TGT,0.0,1.0,0.0,81.0,impression-bearing,0.0,1.0,0.0,81.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
teladoc revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TDOC,0.0,1.0,0.0,76.0,impression-bearing,0.0,1.0,0.0,76.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
teva market cap,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TEVA,0.0,1.0,0.0,71.0,impression-bearing,0.0,1.0,0.0,71.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
the metal company share price,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TMC,0.0,1.0,0.0,79.0,impression-bearing,0.0,1.0,0.0,79.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
thor industries revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/THO,0.0,1.0,0.0,70.0,impression-bearing,0.0,1.0,0.0,70.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
tikr pricing,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/tikr,0.0,1.0,0.0,45.0,impression-bearing,0.0,1.0,0.0,45.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
tmc mining stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TMC,0.0,1.0,0.0,82.0,impression-bearing,0.0,1.0,0.0,82.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
tmc robinhood,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TMC,0.0,1.0,0.0,78.0,impression-bearing,0.0,1.0,0.0,78.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
tmc stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TMC,0.0,1.0,0.0,75.0,impression-bearing,0.0,1.0,0.0,75.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
tmc stock robinhood,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TMC,0.0,1.0,0.0,69.0,impression-bearing,0.0,1.0,0.0,69.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
tmq stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TMQ,0.0,1.0,0.0,85.0,impression-bearing,0.0,1.0,0.0,85.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
total energie stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TTE,0.0,1.0,0.0,69.0,impression-bearing,0.0,1.0,0.0,69.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
total energies share price,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TTE,0.0,1.0,0.0,74.0,impression-bearing,0.0,1.0,0.0,74.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
total energies stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TTE,0.0,1.0,0.0,82.0,impression-bearing,0.0,1.0,0.0,82.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
total energy stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TTE,0.0,1.0,0.0,81.0,impression-bearing,0.0,1.0,0.0,81.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
total se stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TTE,0.0,1.0,0.0,75.0,impression-bearing,0.0,1.0,0.0,75.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
trust bank stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TRST,0.0,1.0,0.0,60.0,impression-bearing,0.0,1.0,0.0,60.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
ttc share price,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TTC,0.0,1.0,0.0,71.0,impression-bearing,0.0,1.0,0.0,71.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
uaa vs ua,comparison,OBSERVED_GSC,https://www.stockportfolio.pro/compare/UAA-vs-WHR,0.0,1.0,0.0,64.0,impression-bearing,0.0,1.0,0.0,64.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
under armour net worth,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/UA,0.0,1.0,0.0,35.0,impression-bearing,0.0,1.0,0.0,35.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
unf pt,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/EQPT-vs-UNF,0.0,1.0,0.0,51.0,impression-bearing,0.0,1.0,0.0,51.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
upwork annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/UPWK,0.0,1.0,0.0,60.0,impression-bearing,0.0,1.0,0.0,60.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
upwork earning,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/UPWK,0.0,1.0,0.0,53.0,impression-bearing,0.0,1.0,0.0,53.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
upwork financials,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/UPWK,0.0,1.0,0.0,43.0,impression-bearing,0.0,1.0,0.0,43.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
viking stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/VKTX,0.0,1.0,0.0,94.0,impression-bearing,0.0,1.0,0.0,94.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
vikingtherapeutics,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/VKTX,0.0,1.0,0.0,97.0,impression-bearing,0.0,1.0,0.0,97.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
visa profit,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/V,0.0,1.0,0.0,74.0,impression-bearing,0.0,1.0,0.0,74.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
visa stock performance,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/V,0.0,1.0,0.0,76.0,impression-bearing,0.0,1.0,0.0,76.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
wallstreetzen,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/wallstreetzen,0.0,1.0,0.0,31.0,impression-bearing,0.0,1.0,0.0,31.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
western lng stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/WES,0.0,1.0,0.0,80.0,impression-bearing,0.0,1.0,0.0,80.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
western midstream revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/WES,0.0,1.0,0.0,72.0,impression-bearing,0.0,1.0,0.0,72.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
what is ampx,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/AMPX,0.0,1.0,0.0,77.0,impression-bearing,0.0,1.0,0.0,77.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
what is tmc stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TMC,0.0,1.0,0.0,90.0,impression-bearing,0.0,1.0,0.0,90.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
wpm stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/WPM,0.0,1.0,0.0,79.0,impression-bearing,0.0,1.0,0.0,79.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
